SN Ref (see previous sheet)],Indirect_Driver,Direct_Driver,Nature,NCP,NCP Category,Trend,TrendCount,Quote
108,NA,Direct Exploitation,Forest,NRG,Material,Negative,1,"In the absence or lack of viable and affordable alternative sources of energy, the pressure has intensified on the area’s limited forest resources, raising the specter of widespread desertification."
108,Institutions and Governance,Directly to NCP,Directly to NCP,EXP,Non-Material,Negative,1,"Residents in Jomsom, Kagbeni and Muktinath contend ACAP’s exorbitant entry fee for the Upper Mustang Area led to a steep decline in local tourism businesses. Local disapproval of some of ACAP policies may not be necessarily justified from a strictly conservation perspective. Nevertheless, it is na?¨ve to expect full local compliance to conservation rules and regulation in any resource-dependent society."
109,NA,Direct Exploitation,Forest,HAB,Regulating,Negative,0.5,"Also, the density of wildlife populations is said by the Chepang to have decreased due to illegal hunting by non-Chepangs and loss of habitat."
109,Demographic and Sociocultural,Land Use Change,Forest,NA,NA,Negative,1,"The conversion into agricultural lands is a direct consequence of the increasing population, while degradation of the forest to bushland is a likely consequence of the documented high dependence on forest products"
109,Demographic and Sociocultural,Land Use Change,Farmland,NA,NA,Positive,1,Farmland increased according to the study
109,Economic and Technological,Direct Exploitation,Forest,HAB,Regulating,Negative,0.5,"The Chepang have observed a reduced abundance of C. zeylanicum since then, and they are concerned about the appearance of more market possibilities and more violation of rules which were developed to maintain the regeneration of plants, particularly in the case where tubers or roots are collected"
109,Demographic and Sociocultural,Direct Exploitation,Forest,HAB,Regulating,Positive,1,"The Chepang were found to be animists, believing that holy spirits live in plants, animals, rivers and mountains, and with whom they need to maintain good relations through sacrifices and other forms of respect. Disrespect for the holy spirits was believed to be the cause of disease and natural disasters. Hunting of mammals, birds, and insects was only for subsistence and traditional rules forbade the killing of females of the species, thereby (in their belief) reducing the impact on wild populations."
109,Institutions and Governance,Directly to NCP,Directly to NCP,IDE,Non-Material,Negative,1,"The Chepang view is inherently conservationist, and their traditional rules are specifically concerned with maintaining yield levels of economic species as well as the production capacity of the land. But as access to the traditional Chepang forest areas becomes open to others, changes in forest product harvest patterns have taken place. Moreover, forest policy does not support Chepang livelihood activities like shifting cultivation, forest collection and traditional forest management exercises."
113,Demographic and Sociocultural,Direct Exploitation,Others,HAB,Regulating,Positive,1,"Because the gods and deities dwell in nature, efforts to keep them happy are closely tied to ecological conservation practices that have helped to conserve resources and protect flora and fauna in the Rolwaling Valley."
113,Institutions and Governance,Directly to NCP,Directly to NCP,HAZ,Regulating,Negative,1,"failure of the GLOF risk reduction project at Tsho Rolpa, have resulted in low perceptions of GLOF risk amongst many Rolwaling Sherpa"
114,NA,Land Use Change,Forest,HAZ,Regulating,Negative,1,"Similarly, construction of the hydropower dam and transmission line contributed to deforestation, which ultimately increases the likelihood of landslides, flooding, and siltation downstream"
114,NA,Land Use Change,Freshwater,WQN,Regulating,Negative,1,"Furthermore, there can be a water use trade-off between hydropower and irrigation and the households considered that the project might result in problems as a result of disruption to the flow in the small rivers used locally for irrigation."
114,NA,Land Use Change,Freshwater,FOD,Material,Negative,1,"The hydropower project was expected to have a negative environmental impact, with most of the effects directly related to local livelihood options (Wang et al. 2010). Fish production was expected to be reduced as a result of the disruption to fish movement (Ziv et al. 2012), and fewer fish means a decrease in income for the fishing community."
116,NA,Invasive Alien Species,Farmland,FOD,Material,Negative,1,"There was full consensus among all respondents that the infestation of insects and pests is rapidly increasing on cereals, legumes, fruits and vegetables."
117,Economic and Technological,Direct Exploitation,Forest,NA,NA,Positive,1,"Additionally, community engagement and IGA programs (15.1%) and alternative energy such as biogas subsidies, solar energy, and improved stoves (8.7%) were also implemented to develop alternative livelihoods and reduce forest dependency"
119,Economic and Technological,Land Use Change,Grassland,FOD,Material,Negative,1,"Apart from the mid-hills, which are largely covered by large cardamom farms, cardamom cultivation has encroached on pastureland in higher elevations too, and this has direct impact on sheep and cattle grazing and rearing."
119,Economic and Technological,Land Use Change,Forest,NA,NA,Positive,1,"Land use change due to the expansion of large cardamom cultivation can be a plausible reason for increase in forest cover. However, the forest regenerated in this cultivation is monoculture agro-forest dominated by Nepal Black Cedar (Alnus nepalensis) and Chilaune (Schima wallichii). Meanwhile, the primary forests or government forests have decreased."
119,Economic and Technological,Land Use Change,Farmland,FOD,Material,Negative,1,"In contrast, 98% of the total households reported that extensive conversion of agricultural lands (terraces) into agroforestry systems (large cardamom cultivation) has led to the decline of agricultural lands, which were previously used for crop cultivation (Tables 6 & 7)."
119,NA,Land Use Change,Freshwater,WQN,Regulating,Negative,1,"In the case of fresh water ecosystem, local people (85% of the total households) perceive decrease in the flow of streams, rivulets and river (the Tamor and Kabeli). Despite the expansion of forest cover in the area, drying of head stream source “mool” and ponds has directly influenced the flow of water. "
119,NA,Land Use Change,Others,HAB,Regulating,Negative,0.33,"Among all categories of infrastructure development projects, transportation projects are identified as the most damaging one to the snow leopard habitats, followed by mines, trail, settlement, airport and hydropower"
119,NA,Land Use Change,Others,HAB,Regulating,Negative,0.33,"Hydropower is another important driver of habitat fragmentation and disturbances and impacts snow leopard habitats. According to the model, a total of 275 sq. km. is currently impacted by hydropower projects. All hydropower developments are situated along the periphery of snow leopard habitat."
119,NA,Direct Exploitation,Others,HAB,Regulating,Negative,0.33,for mines
119,Economic and Technological,Land Use Change,Farmland,MED,Material,Negative,1,"Until a few years ago, agricultural land was used to grow permanent cereal crops such as paddy and wheat (in irrigated land), and maize, millet, soybean and buckwheat (in un-irrigated land). These lands
are now mostly covered by large cardamom. Most of the households used to sustain their livelihoods through traditional farming in their own land (irrigated and un-irrigated). The major cause of food insecurity is the shift of agricultural practice from crop production to more profitable cardamom cultivation as well as poor production of crops in the agricultural land."
120,NA,Climate Change,Farmland,FOD,Material,Negative,1,"Study households in Ghunsa compared the current situation to just five years ago, and noted decrease in number of rainy days, increase in rainfall intensity, unpredictable precipitation with snow instead of rain, and vice versa. They also observed changes like mosquitoes and leeches in higher altitudes, yellowing of potato plants, early rotting of stored potatoes,"
120,NA,Climate Change,Freshwater,WQN,Regulating,Negative,1,... and drying of springs
120,Economic and Technological,Directly to NCP,NA,WQN,Regulating,Positive,1,"There has been positive development in the case of water availability. People are happy that drinking
water and irrigation facilities are now available in their homes; earlier they had to travel quite a distance to fetch drinking water"
121,Economic and Technological,Land Use Change,Farmland,FOD,Material,Positive,1,"Analysis showed that there was an average increase of crop revenue by NPR 9,189.21 (USD 89) per year (per 2.5 aana~79.48 m2) each household with the use of greenhouse technology. This amounts to a 128.36 % increase in household income, after greenhouse installation"
122,Economic and Technological,Direct Exploitation,Forest,NA,NA,Negative,1,"In CHAL, signs of deforestation and forest degradation have been visible for many years due to the socioeconomic conditions and the dependence of local people on the forest resources. This study found that firewood collection was a major driver among the six categories of DoD (drivers of deforestation)"
123,NA,Climate Change,Farmland,SOI,Regulating,Negative,0.5,"According to the households, soil fertility is decreasing because of erosion, unavailability of manure and irrigation facilities, erratic weather (primarily precipitation), and problematic pests, resulting in poor crop production."
123,NA,Invasive Alien Species,Farmland,SOI,Regulating,Negative,0.5,"According to the households, soil fertility is decreasing because of erosion, unavailability of manure and irrigation facilities, erratic weather (primarily precipitation), and problematic pests, resulting in poor crop production."
123,NA,Climate Change,Farmland,FOD,Material,Negative,0.5,"According to the households, soil fertility is decreasing because of erosion, unavailability of manure and irrigation facilities, erratic weather (primarily precipitation), and problematic pests, resulting in poor crop production."
123,NA,Invasive Alien Species,Farmland,FOD,Material,Negative,0.5,"According to the households, soil fertility is decreasing because of erosion, unavailability of manure and irrigation facilities, erratic weather (primarily precipitation), and problematic pests, resulting in poor crop production."
124,Demographic and Sociocultural,Directly to NCP,Directly to NCP,HAB,Regulating,Negative,0.5,"Studies showed the community response on the present situation of natural habitat [of allo, a traditional herb]: 85% responded that they had observed a loss or decrease of natural habitat;"
124,Economic and Technological,Land Use Change,Forest,HAB,Regulating,Negative,0.5,Another risk is the massive plantation of large cardamom Amomum subulatum: people pluck out ‘allo’ plants and plant large cardamom in their place. Cultivation of A. subulatum has been one of the income generation options which has had adverse impacts on the habitat of G. diversifolia.
126,Institutions and Governance,Directly to NCP,Directly to NCP,MAT,Material,Negative,1,"Lack of scientific forest management is a major reason behind low productivity of forests, which has caused an imbalance in the supply of products and less than optimal income from the forestry sector"
127,NA,NA,Freshwater,WQN,Regulating,Negative,1,"Unfortunately, groundwater supplies appear to be depleting; drinking water wells have to be dug deeper"
127,NA,Climate Change,Farmland,FOD,Material,Negative,1,"the decrease in high intensity rainfall could also mean that there is insufficient rainfall during the monsoon, and resultant severe impacts on crop production."
127,NA,Climate Change,Farmland,ORG,Regulating,Negative,0.5,"Local communities connect the increase in crop disease with
various factors, such as change in the climatic variables, monoculture, and invasive pests and diseases. Crops affected include the main cereals such as maize, paddy, and wheat, as well as lentils, fruits, and vegetables. Numerous pests and diseases attack different crops."
127,NA,Direct Exploitation,Farmland,ORG,Regulating,Negative,0.5,monoculture
127,NA,Invasive Alien Species,Farmland,FOD,Material,Negative,1,invasive pesets and diseases
127,NA,Climate Change,Others,EXP,Non-Material,Negative,0.5,"drivers of change including climate change, land use change, and other stressors will significantly impact tourism as well. Bird watching, the prime tourist activity, could be negatively affected by climate change and other anthropogenic activities."
127,NA,Land Use Change,Others,EXP,Non-Material,Negative,0.5,Stress on the fact that land encroachment is usually high in areas where productivity is also high
128,NA,Direct Exploitation,Forest,MAT,Material,Negative,0.5,"Unsustainable extraction, such as intensive harvesting of reproductive tissues (flowers, seed, fruit), repeated visits and inappropriate harvesting methods have caused degradation of non-timber forest products "
128,NA,Direct Exploitation,Forest,MED,Material,Negative,1,(including high value medicinal and aromatic plants) in many areas.
128,Demographic and Sociocultural,Land Use Change,Forest,NA,NA,Negative,0.166,Expansion of cultivation in forest areas to meet spiraling demands for agricultural land is a major driver of deforestation in almost all parts of the landscape. 
128,Institutions and Governance,Land Use Change,Forest,NA,NA,Negative,0.167,"The problem is more severe in the Siwaliks (parts of Chitwan and Nawalparasi Districts) where productivity of land and population density is high, and the forestry administration’s control over the resource is inadequate."
128,NA,Other Drivers,Forest,HAB,Regulating,Negative,1,"Uncontrolled forest fire is an important driver of forest degradation throughout the landscape, particularly in the Siwaliks. Recurrent forest fires severely damage and prohibit regeneration and growth of seedlings, "
128,NA,Other Drivers,Forest,MAT,Material,Negative,0.5,...destroy non-timber forest products 
128,NA,Other Drivers,Forest,ORG,Regulating,Negative,1,"...and, in some cases, encourage invasive species"
128,NA,Invasive Alien Species,Forest,NA,NA,Negative,0.167,"Invasive alien plant species occur and are rapidly
spreading in most forest ecosystems in the Siwaliks
and midhills"
128,Institutions and Governance,Land Use Change,Forest,NA,NA,Negative,0.167,"Excessive political interference in day-to-day activities of forestry administration has caused demoralization of staff at all levels in general and the district and field levels in particular. Most forest encroachment is either taking place with direct or indirect involvement of influential politicians or the encroachers have strong backing from political parties, which makes it difficult for DFOs to take action against them "
128,NA,Land Use Change,Forest,NA,NA,Negative,0.167,"Unregulated construction of schools, hospitals, electric transmission lines, water storage tanks, army barracks and police camps, temples and recreational facilities (e.g. picnic spots) within forests is a common practice throughout the Siwalik lowlands."
128,NA,Direct Exploitation,Forest,NA,NA,Negative,0.166,"In the absence of cheap alternatives, wood fuel remains the major source of energy in rural areas. Use of alternative fuel (LPG, electricity, kerosene) by residents of major urban centers, and limited use of biogas and LPG in some rural areas has not effectively decreased the demand for firewood. Community level consultations in the landscape revealed that in most places rural households continue using firewood for boiling animal feed, boiling milk, and heating, even if they have biogas and LPG."
129,NA,Direct Exploitation,Forest,MAT,Material,Negative,1,"Open grazing was observed during field observations. Cattle were left freely to graze in the forest. This can manoeuvre a major threat to the conservation of vital plant species, including high value NTFPs and regeneration as these cattle feed on them."
129,Economic and Technological,Direct Exploitation,Forest,HAB,Regulating,Negative,1,"Wildlife such as deer, certain fowls, etc are illegally hunted either
for individual use or commercial purposes. This can be a principal threat to endangering the population of such species resulting in the loss of such species in the long run."
129,NA,Invasive Alien Species,Forest,HAB,Regulating,Negative,1,The invasion of banmara and hade unyu in the forest has made it difficult to enter the forest and it has adversely affected natural regeneration
129,NA,Invasive Alien Species,Farmland,FOD,Material,Negative,1,the invasion of nilogandhe in agriculture land has caused a decline in agricultural production.
129,NA,Invasive Alien Species,Freshwater,WQN,Regulating,Negative,1,The invasion jalkumbhi in one of the ponds of Chainpur has led to drying up of the pond
132,Institutions and Governance,Land Use Change,Forest,NA,NA,Positive,1,there are increasing amounts of forest cover in Bardia which are most likely due to recent expansion of community forests in and around the buffer zones [between the time 2001 and 2007]
132,NA,NA,Forest,NA,NA,Negative,1,"the temporal pattern of land use change in Sukla showed a relative decline in forest cover over the years, and an increase in fragmentation in several VDCs."
132,NA,Pollution,Freshwater,HAB,Regulating,Negative,1,"On the other hand, repeated usage of poisonous chemicals makes species vulnerable and could not prolong their offspring."
132,NA,Invasive Alien Species,Grassland,HAB,Regulating,Negative,1,"Invasion of woody perennials and invasive alien species Total area of Shuklaphanta grassland was gradually decreasing as a result of various native shrubs and trees encroachment especially on northern and southern aspects of the grassland.
The impacts associated with the encroachment comprised of the loss of playground for swamp deer, loss of preferable habitat for grassland species including swamp deer, hog deer, Bengal florican"
132,NA,Invasive Alien Species,Freshwater,NA,NA,Negative,1,"Similarly, another notorious IAPS Echhornia crassipes was significantly high in wetland ecosystem causing serious impact in Shikari Lake, located on Southern aspect of the grassland."
132,NA,Direct Exploitation,Forest,HAB,Regulating,Negative,1,"Poaching of prey species such as swamp deer, hog deer, barking deer, rabbit, and wild boar adversely affect to the prey base species like tiger and leopard and species composition.
"
132,NA,Direct Exploitation,Freshwater,HAB,Regulating,Negative,1,"Fishing at night time at Shikari Lake has been observed during the study period and came to know that it is continuous process which adversely impact for the movement of larger animals like elephant, tiger and disturb the night life"
133,NA,Land Use Change,Forest,HAB,Regulating,Negative,1,"The major reason, as explained by authors for increased human wildlife conflict was the loss of habitat caused by land use change for elephants"
135,NA,Direct Exploitation,Grassland,MED,Material,Negative,1,During the group discussion what we found that high pressure of Yarsha gumba (Keera) collection that pulled lots of people from other peripheral districts and practice uncontrolled harvesting now have negative results [such as less regeneration and diminishing of the resource]
136,Demographic and Sociocultural,Land Use Change,Freshwater,HAB,Regulating,Negative,0.5,"Changes in land use pattern and deforestation due to increased human pressure have caused the river banks to slump and erode, reducing flows and eliminating the deep pools because of silting. Such an effect has considerably reduced the habitable stretch of the river and the dolphins are forced to those areas where human activities are extreme."
136,NA,Pollution,Freshwater,HAB,Regulating,Negative,0.5,"Along with intensification of agriculture, farmers use higher yielding but low pest resistant varieties of crops along with application of higher chemical fertilizers and pesticides. These agrochemicals harm the dolphins both directly and indirectly through the food chain"
138,Economic and Technological,Land Use Change,Forest,FOD,Material,Negative,1,"Degradation of local forests have led to the reductino of wild edible foods, vegetables and mushrooms, and also due to the change of forest into monoculture for the cultivation of cash crops like tea and cardamom"
138,Demographic and Sociocultural,Directly to NCP,Directly to NCP,IDE,Non-Material,Negative,1,"Due to influx of various people into the Lepcha community, they have influenced Lepcha on easier and modern lifestyles, while indigenous practicies have been slowly forgotten "
139,NA,Pollution,Others,HAB,Regulating,Negative,0.33,"Farmers are often unaware of the toxicity of the chemicals to bees or indeed to humans and so health and
safety practices are severely lacking"
139,NA,Invasive Alien Species,Others,HAB,Regulating,Negative,0.33,"Usually the wax moth is unable to destroy colonies unless the bees are under stress. However, many beekeepers claimed that this was the single most troublesome pest of their bees. We suspect that it is more likely that the bees were stressed by starvation or brood disease, which allowed the wax moth to actually destroy colonies."
139,NA,Climate Change,Others,HAB,Regulating,Negative,0.34,"Between 1997 and 2000 drought has certainly had a major negative impact upon bee populations throughout the Karnali Zone. The stress upon bees from lack of water leads to absconding (in search of forage) and to susceptibility to diseases. Conversely too much
rain, as in the heaviest monsoon seasons as occurred this year (2000), is also very bad for bees"
140,NA,NA,Freshwater,WQN,Regulating,Negative,1,The members of the CFUG were aware of the drying out of the water sources in the periphery of the community forest
141,NA,NA,Freshwater,FOD,Material,Negative,1,"Fishing activities were also noted to have declined over the years. Fishing communities reside along the Karnali and are fully dependent on the river to sustain their livelihoods. Some of these
communities are made up of Dalits, who have been structurally, socially, and economically marginalized because they are considered among the “lowest” members of the existing caste system"
141,NA,NA,Freshwater,IDE,Non-Material,Negative,1,"with depleting fish populations, fishing is no longer a stable source of income for families who have been pursuing this activity for generations"
141,Demographic and Sociocultural,Land Use Change,Freshwater,WQN,Regulating,Negative,1,"Respondents noted that a combination of rapid population growth and land conversion to settlements, coupled with decreasing river flow, had led to more intense water shortages."
141,NA,Land Use Change,Farmland,FOD,Material,Negative,1,"Consequently, respondents across all three regions perceived that irrigation and agricultural activities had declined in recent years, as families increasingly struggled to divert water to their fields and faced adverse effects on yields."
141,NA,Land Use Change,Freshwater,IDE,Non-Material,Negative,1,"However, with declining levels of river water, respondents found that they cannot immerse in the water, which is considered an important aspect for festivals, including Teej and Maghesankranti"
141,NA,Land Use Change,Freshwater,EXP,Non-Material,Negative,1,"While the Karnali basin is still a popular choice for rafting activities, decreasing water levels in the rivers are making it difficult to sustain the activity, especially along smaller tributaries."
141,Demographic and Sociocultural,Directly to NCP,NA,WQN,Regulating,Negative,1,"This situation was observed in the visited communities, where drinking water conveyance infrastructure was unequally distributed, with pipes diverted primarily toward wealthier households and away from local bazaars and other areas, leaving the most vulnerable unserviced."
141,Demographic and Sociocultural,Direct Exploitation,Freshwater,HAB,Regulating,Negative,1,"Fishing activities were also noted to have declined over the years. Fishing communities reside along the Karnali and are fully dependent on the river to sustain their livelihoods.
While the decrease in fish population can be attributed to overfishing and to a general increase in demand for fish by rising populations and tourists visiting the region"
141,NA,Land Use Change,Freshwater,WQN,Regulating,Negative,1,"In Bajura, respondents perceived that dam-related water diversions for hydropower production had reduced the river’s flow, subjecting women to new challenges as they struggle to use water for irrigation."
141,Demographic and Sociocultural,Pollution,Freshwater,WQL,Regulating,Positive,1,"Nevertheless, community members in all visited locations felt that the volume of river pollution had decreased over the past five years owing to increased awareness about limiting pollution and to the fact that households have made investments in pit latrines."
142,NA,Land Use Change,Farmland,FOD,Material,Positive,1,The increase in buffalo numbers for the medium household group was most likely associated with increased access to roads and markets for milk and feed cereal in some study groups
142,Institutions and Governance,Land Use Change,Farmland,FOD,Material,Negative,1,"The results of a survey of a number of community forest user groups in Nepal showed that livestock holdings have decreased since the introduction of community forestry. The reason for the reduction in livestock numbers is the focus of current forest policy on forest conservation leading to a reduction in forest
grazing and forest fodder supplies."
0,NA,NA,Grassland,MED,Material,Positive,0,
0,Demographic and Sociocultural,Climate Change,NA,NA,NA,Negative,0,
0,Institutions and Governance,Invasive Alien Species,NA,NA,NA,Negative,0,
